Unnamed: 0,post_id,post_created,post_text,user_id,followers,friends,favourites,statuses,retweets,label,notdepression,severe,moderate,PERSONALIZATION,EMOTIONALREASONING,LABELING,OVERGENERALIZING,REWARDFALLACY,SHOULDSTATEMENTS,CATASTROPHIZING,NODISTORTION
0.0,6.378946778244137e+17,Sun Aug 30 07:48:37 +0000 2015,It's just over 2 years since I was diagnosed with #anxiety and #depression. Today I'm taking a moment to reflect on how far I've come since.,1013187241.0,84.0,211.0,251.0,837.0,0.0,1.0,0.6077320575714111,0.30008184909820557,0.09218613803386688,0.7871756553649902,0.12082502245903015,0.047369763255119324,0.02191815711557865,0.007733225356787443,0.006270320620387793,0.005222892854362726,0.0034849816001951694
1.0,6.378903845767782e+17,Sun Aug 30 07:31:33 +0000 2015,"It's Sunday, I need a break, so I'm planning to spend as little time as possible on the #A14...",1013187241.0,84.0,211.0,251.0,837.0,1.0,1.0,0.9726511240005493,0.0021288145799189806,0.025220125913619995,0.980635941028595,0.0015301475068554282,0.004986410029232502,0.0005554805975407362,0.0029693120159208775,0.0010259980335831642,0.00042118338751606643,0.007875479757785797
2.0,6.37749345908052e+17,Sat Aug 29 22:11:07 +0000 2015,Awake but tired. I need to sleep but my brain has other ideas...,1013187241.0,84.0,211.0,251.0,837.0,0.0,1.0,0.7495464086532593,0.007176127750426531,0.243277445435524,0.4763261377811432,0.2502461075782776,0.025303373113274574,0.002650632755830884,0.01150575838983059,0.02602347917854786,0.0005069306353107095,0.20743758976459503
3.0,6.376964210771231e+17,Sat Aug 29 18:40:49 +0000 2015,RT @SewHQ: #Retro bears make perfect gifts and are great for beginners too! Get stitching with October's Sew on sale NOW! #yay http://t.co/…,1013187241.0,84.0,211.0,251.0,837.0,2.0,1.0,0.979097843170166,0.003691557329148054,0.01721060648560524,0.005723622627556324,0.0014528528554365039,0.00555533729493618,0.0275745689868927,0.23088005185127258,0.019511699676513672,0.13698595762252808,0.5723158717155457
4.0,6.376963274853663e+17,Sat Aug 29 18:40:26 +0000 2015,It’s hard to say whether packing lists are making life easier or just reinforcing how much still needs doing... #movinghouse #anxiety,1013187241.0,84.0,211.0,251.0,837.0,1.0,1.0,0.9343161582946777,0.003839889308437705,0.06184397637844086,0.06462996453046799,0.013874832540750504,0.016952648758888245,0.604856014251709,0.004833432845771313,0.03771413117647171,0.034458011388778687,0.2226809710264206
5.0,6.37692793083818e+17,Sat Aug 29 18:26:24 +0000 2015,Making packing lists is my new hobby... #movinghouse,1013187241.0,84.0,211.0,251.0,837.0,1.0,1.0,0.9741346836090088,0.002514979802072048,0.023350341245532036,0.7464240193367004,0.0014997688122093678,0.01332057174295187,0.005297945346683264,0.0019291574135422707,0.002452170243486762,0.0005369774298742414,0.22853942215442657
6.0,6.376916499430728e+17,Sat Aug 29 18:21:51 +0000 2015,At what point does keeping stuff for nostalgic reasons cross the line into plain old hoarding...? #movinghouse,1013187241.0,84.0,211.0,251.0,837.0,1.0,1.0,0.9701812267303467,0.0014101809356361628,0.028408605605363846,0.22472083568572998,0.004602988250553608,0.12387149780988693,0.18191714584827423,0.000802406866569072,0.003583283629268408,0.005558181554079056,0.45494362711906433
7.0,6.376894184726528e+17,Sat Aug 29 18:12:59 +0000 2015,Currently in the finding-boxes-of-random-shit packing phase. I think I’m a closet hoarder...,1013187241.0,84.0,211.0,251.0,837.0,0.0,1.0,0.9237385392189026,0.005169109907001257,0.07109237462282181,0.0020027051214128733,0.4069581925868988,0.007658360525965691,0.024495549499988556,0.002640076447278261,0.5324005484580994,0.014275433495640755,0.00956911314278841
8.0,6.376871779467346e+17,Sat Aug 29 18:04:05 +0000 2015,"Can't be bothered to cook, take away on the way 😁👍🏼 #lazy",1013187241.0,84.0,211.0,251.0,837.0,0.0,1.0,0.9760115146636963,0.0011302565690129995,0.022858241572976112,0.4589717388153076,0.0015943290200084448,0.2529076635837555,0.020094649866223335,0.0025345953181385994,0.003603503340855241,0.003779516089707613,0.25651395320892334
9.0,6.376848669062554e+17,Sat Aug 29 17:54:54 +0000 2015,RT @itventsnews: ITV releases promo video for the final series of Downton Abbey http://t.co/mC8Ive72zR http://t.co/CFBKrRvJIs,1013187241.0,84.0,211.0,251.0,837.0,41.0,1.0,0.9663063883781433,0.005897486582398415,0.02779616042971611,0.0011390068102627993,0.0013251715572550893,0.007367388810962439,0.023781243711709976,0.008998427540063858,0.006547555793076754,0.011650549247860909,0.939190685749054
10.0,6.376846755578962e+17,Sat Aug 29 17:54:08 +0000 2015,"... also, I have too much stuff. Way, way too much #movinghouse",1013187241.0,84.0,211.0,251.0,837.0,1.0,1.0,0.7289824485778809,0.012443487532436848,0.2585740387439728,0.02400999516248703,0.001986422576010227,0.005177830345928669,0.036415956914424896,0.17317558825016022,0.014841758646070957,0.3415888249874115,0.4028036296367645
11.0,6.376843220787077e+17,Sat Aug 29 17:52:44 +0000 2015,I never want to put one of these together again #lotharderthanitlooks http://t.co/70ujlTCKlB,1013187241.0,84.0,211.0,251.0,837.0,0.0,1.0,0.9838613867759705,0.002287516836076975,0.01385106984525919,0.014065367169678211,0.0007201935513876379,0.016951659694314003,0.0259129349142313,0.08039375394582748,0.16188199818134308,0.6525723934173584,0.04750167950987816
12.0,6.375551584409027e+17,Sat Aug 29 09:19:29 +0000 2015,Moving stuff is bloomin’ knackering... and there’s still loads to do... 😥,1013187241.0,84.0,211.0,251.0,837.0,0.0,1.0,0.9178645014762878,0.0044389343820512295,0.0776965320110321,0.012168515473604202,0.017277570441365242,0.007488269824534655,0.0329785980284214,0.0029843871016055346,0.2193707525730133,0.002729033352807164,0.7050029039382935
13.0,6.3755079184751e+17,Sat Aug 29 09:02:08 +0000 2015,"Back at the house, moving stuff. It’s so peaceful here... I ❤️ 🏡 😊",1013187241.0,84.0,211.0,251.0,837.0,0.0,1.0,0.9770715832710266,0.0021129725500941277,0.020815495401620865,0.00925512332469225,0.00821085274219513,0.010002842172980309,0.04127179831266403,0.0007585480343550444,0.013707678765058517,0.0011560687562450767,0.9156370759010315
14.0,6.373142095592817e+17,Fri Aug 28 17:22:02 +0000 2015,Urgh. Anxiety. FFS where does it come from?! (Breathe...),1013187241.0,84.0,211.0,251.0,837.0,0.0,1.0,0.8433103561401367,0.01678491197526455,0.13990476727485657,0.003330060513690114,0.002567748073488474,0.05523420125246048,0.04826939105987549,0.0004004205693490803,0.00621066614985466,0.0009799542604014277,0.8830075860023499
15.0,6.373106112448922e+17,Fri Aug 28 17:07:45 +0000 2015,"I have too much stuff. Way, way too much... Massive purge on the way.",1013187241.0,84.0,211.0,251.0,837.0,0.0,1.0,0.9063436985015869,0.004663468804210424,0.08899287134408951,0.16024474799633026,0.003827995853498578,0.004451661836355925,0.0275450237095356,0.09125218540430069,0.024362659081816673,0.655352771282196,0.03296295925974846
16.0,6.37224036918014e+17,Fri Aug 28 11:23:44 +0000 2015,Hideous traffic on the A14. Must remember to pay closer attention to the traffic reports...,1013187241.0,84.0,211.0,251.0,837.0,0.0,1.0,0.9542204141616821,0.006286414340138435,0.03949315845966339,0.0011644347105175257,0.0014679208397865295,0.0008868357981555164,0.0017439848743379116,0.0007545886328443885,0.9782947897911072,0.005347857717424631,0.010339610278606415
17.0,6.372081585539318e+17,Fri Aug 28 10:20:38 +0000 2015,Packing and purging. Feels good 😊👍🏼,1013187241.0,84.0,211.0,251.0,837.0,0.0,1.0,0.9667171835899353,0.0026369309052824974,0.03064587712287903,0.0012517538852989674,0.8169189095497131,0.023187238723039627,0.018625792115926743,0.0020419310312718153,0.0020425417460501194,0.0004671060887631029,0.1354646384716034
18.0,6.371819549752525e+17,Fri Aug 28 08:36:30 +0000 2015,In B&amp;Q looking at internal doors. Fun times 😉,1013187241.0,84.0,211.0,251.0,837.0,0.0,1.0,0.968295693397522,0.003973945043981075,0.02773035317659378,0.004037308041006327,0.0020973091013729572,0.005128306336700916,0.006266752257943153,0.0005514786462299526,0.0040130033157765865,0.0003543765051290393,0.9775515198707581
19.0,6.371451329497661e+17,Fri Aug 28 06:10:11 +0000 2015,"Time to get up. So many things to do, such a busy day ahead...",1013187241.0,84.0,211.0,251.0,837.0,0.0,1.0,0.9718485474586487,0.0023396096657961607,0.025811830535531044,0.000921618368010968,0.0015353428898379207,0.02980724722146988,0.8918540477752686,0.00012761872494593263,0.0009866360342130065,0.008408092893660069,0.06635935604572296
20.0,6.371333588127785e+17,Fri Aug 28 05:23:24 +0000 2015,It's 6:20... do I get up or lie here a little longer with my cat buddy... ❓,1013187241.0,84.0,211.0,251.0,837.0,0.0,1.0,0.9390248656272888,0.0032649850472807884,0.05771015211939812,0.926483154296875,0.001553623704239726,0.04124767333269119,0.0021558876615017653,0.0007444322691299021,0.0008143243612721562,0.000442057236796245,0.02655881457030773
21.0,6.371325703549501e+17,Fri Aug 28 05:20:16 +0000 2015,There's nothing like cocktails and exhaustion to aid a good night's  sleep...,1013187241.0,84.0,211.0,251.0,837.0,0.0,1.0,0.9177271723747253,0.00990564189851284,0.07236717641353607,0.0017569713527336717,0.6000529527664185,0.3396368622779846,0.013837105594575405,0.0023454490583389997,0.0014225036138668656,0.000991659238934517,0.03995649889111519
22.0,6.369967906932695e+17,Thu Aug 27 20:20:44 +0000 2015,Great night out with my favourite ladies. Much needed after the past few days. I love them so much 💕,1013187241.0,84.0,211.0,251.0,837.0,0.0,1.0,0.9800112247467041,0.0031074241269379854,0.016881348565220833,0.002262780210003257,0.03777187690138817,0.010339061729609966,0.008002035319805145,0.0018117078579962254,0.002914492040872574,0.00035973559715785086,0.9365382790565491
23.0,6.366039487119565e+17,Wed Aug 26 18:19:43 +0000 2015,Sat down on the sofa for a quick rest... an hour ago. Need to move.,1013187241.0,84.0,211.0,251.0,837.0,0.0,1.0,0.8583455681800842,0.008479415439069271,0.1331750452518463,0.011848310008645058,0.0012846316676586866,0.005845525301992893,0.004813630599528551,0.0005279665347188711,0.006128199864178896,0.0003659817739389837,0.9691857695579529
24.0,6.365625823216353e+17,Wed Aug 26 15:35:21 +0000 2015,How much do I want pizza right now...?,1013187241.0,84.0,211.0,251.0,837.0,0.0,1.0,0.8820852041244507,0.003631595056504011,0.11428321152925491,0.08155718445777893,0.0028739110566675663,0.009441847912967205,0.002487477846443653,0.0016923497896641493,0.00472487835213542,0.0003832756483461708,0.8968391418457031
25.0,6.364436775110574e+17,Wed Aug 26 07:42:51 +0000 2015,"I will always love you.

Peter Gabriel - In Your Eyes http://t.co/foAexmvoid",1013187241.0,84.0,211.0,251.0,837.0,0.0,1.0,,,,,,,,,,,
26.0,6.36441987101655e+17,Wed Aug 26 07:36:08 +0000 2015,Such a busy day ahead. I need to focus but I'm feeling on the edge of derailment right now.,1013187241.0,84.0,211.0,251.0,837.0,0.0,1.0,,,,,,,,,,,
27.0,6.364399535478825e+17,Wed Aug 26 07:28:04 +0000 2015,Even now the smallest thing still makes my heart break. I doesn't feel like that ever goes away.,1013187241.0,84.0,211.0,251.0,837.0,0.0,1.0,0.9680603742599487,0.0038818155881017447,0.02805783599615097,0.000773891166318208,0.9809406399726868,0.007363070268183947,0.0010748673230409622,0.0022875089198350906,0.0019111714791506529,0.000102416226582136,0.005546491127461195
28.0,6.364294334155817e+17,Wed Aug 26 06:46:15 +0000 2015,"Why is choosing a curtain pole suddenly so confusing? Too. Many. Choices. And yes, I know this isn't a 'real' problem.",1013187241.0,84.0,211.0,251.0,837.0,0.0,1.0,0.7896136045455933,0.00454985536634922,0.2058364897966385,0.0007833302370272577,0.13395161926746368,0.2167530506849289,0.6108235120773315,0.0005836335476487875,0.0031897802837193012,0.009766797535121441,0.02414821833372116
29.0,6.362429139162644e+17,Tue Aug 25 18:25:06 +0000 2015,Completed on my house. Got the keys. What a fab day! Whoop! 🏡🎉💕,1013187241.0,84.0,211.0,251.0,837.0,0.0,1.0,0.7039273977279663,0.012014564126729965,0.28405800461769104,0.0018621883355081081,0.0001228691398864612,0.01740846037864685,0.0663478896021843,0.003389649325981736,0.0034557494800537825,0.8965721726417542,0.010841009207069874
30.0,6.360902601879101e+17,Tue Aug 25 08:18:30 +0000 2015,"RT @CPHighWycombe: @CatsProtection Hi - could you retweet our long stayers, Sammy and Suki? Photographed them today...buckscats.org.uk http…",1013187241.0,84.0,211.0,251.0,837.0,70.0,1.0,0.9769942164421082,0.005171530414372683,0.017834287136793137,0.351365864276886,0.003390438621863723,0.010458835400640965,0.00297368923202157,0.0030084610916674137,0.006397825665771961,0.0004146856372244656,0.6219902634620667
31.0,6.36050135546495e+17,Tue Aug 25 05:39:04 +0000 2015,Big day today 🏡😁🎉,1013187241.0,84.0,211.0,251.0,837.0,0.0,1.0,0.9816265106201172,0.0037827244959771633,0.014590727165341377,0.004412409849464893,0.001675773411989212,0.003167180810123682,0.014065984636545181,0.002153820591047406,0.015579466708004475,0.0035177089739590883,0.9554276466369629
32.0,6.359270419557663e+17,Mon Aug 24 21:29:56 +0000 2015,How lovely #PandaStory  https://t.co/GgaVEkymp7,1013187241.0,84.0,211.0,251.0,837.0,0.0,1.0,0.9891146421432495,0.0025975224561989307,0.008287830278277397,0.019490042701363564,0.0014053949853405356,0.007610927801579237,0.008689424954354763,0.0005300051998347044,0.00205318839289248,0.00040017423452809453,0.9598208665847778
33.0,6.358830905655337e+17,Mon Aug 24 18:35:17 +0000 2015,RT @SewHQ: The weather outside is frightful...but our makes are so delightful! Here's a sneak peak of October issue's projects! http://t.co…,1013187241.0,84.0,211.0,251.0,837.0,4.0,1.0,0.9788945913314819,0.0034588929265737534,0.01764649525284767,0.001976687926799059,0.0011626012856140733,0.00596459349617362,0.010998721234500408,0.002301932079717517,0.005303881596773863,0.0015744389966130257,0.9707170724868774
34.0,6.358795170269389e+17,Mon Aug 24 18:21:05 +0000 2015,That's good news at least https://t.co/1S0L7ZAqjr,1013187241.0,84.0,211.0,251.0,837.0,0.0,1.0,0.977831244468689,0.003131869016215205,0.01903684064745903,0.056148067116737366,0.0026551648043096066,0.7081068158149719,0.015656717121601105,0.030302491039037704,0.0063491929322481155,0.017897704616189003,0.16288380324840546
35.0,6.358793983155569e+17,Mon Aug 24 18:20:37 +0000 2015,Had a headache so took a nap. For three hours! Woke up a bit confused as to time and day... 😴,1013187241.0,84.0,211.0,251.0,837.0,0.0,1.0,0.9794967174530029,0.003192428732290864,0.017310816794633865,0.0025665026623755693,0.0010247852187603712,0.013729570433497429,0.05083852261304855,0.0016761976294219494,0.002639343496412039,0.0042060064151883125,0.9233192205429077
